candidate_name,channel_id,title,handle,subscriber_count,video_count,recent_video_count_30d,recent_video_titles_sample,resolve_method,confidence,decision,reason,quality_tier,intake_batch
Paragon Fragrances,UCnUgSTihLHu-PJ5nTXXYbDg,Paragon Fragrances,@paragonfragrance,35800,888,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Lifestyle Malayalam,UCj0zv4wvSIVCiMEV1EOzL_g,Lifestyle Malayalam,@lifestylemalayalam,34800,1327,15,Interesting Facts About Guerlain Shalimar Perfume | World's No 1 Perfume |; Zudio Frost Man Body Mist | Mind Blowing Seductive Office Perfume For Men Under ₹200 | Attractive; OG Luxury Shadow Perfume Review in Malayalam| Budget Friendly Summer & Office Perfume For Men,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Gabby Loves Perfumes,UCAauMekWOdAfSHSDl6Crsmw,Gabby Loves Perfumes,@gabbylovesperfumes,34200,660,2,Top 10 VANILLA Fragrances For The Spring Season | Perfume Review; I bought samples for all of these new perfume releases | Fragrances 2026,channel_id_direct,high,SKIP_DUPLICATE,channel_id UCAauMekWOdAfSHSDl6Crsmw already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Hayley Clough,UCHiqODdTlSiCckqVJ7iGbZQ,Hayley Clough,@hayley.clough,32900,386,6,Easy Bake Intense Perfume by Huda Beauty ✨; The dream perfume trip to Paris with Mugler ✨; I just went on my dream brand trip to Paris with MUGLER ✨,channel_id_direct,high,VERIFIED_ADD_READY,6 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
ouch110 Fragrance Reviews,UCIoOAUDFs-6PpwPQ1Hfn-Ow,ouch110 Fragrance Reviews,@ouch110,32200,850,0,,channel_id_direct,high,SKIP_DUPLICATE,channel_id UCIoOAUDFs-6PpwPQ1Hfn-Ow already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Fragrance Jam,UCt-5DVDZRCUBLdRaFGKeH3w,Fragrance Jam,@fragrancejam,32200,1142,15,"I ordered the most unique looking perfume bottles. And they smell good!; Vulcan Sable from French Avenue. Hows is it?; If I lost my entire Fragrance collection, these are 10 i'll buy first.",channel_id_direct,high,SKIP_DUPLICATE,channel_id UCt-5DVDZRCUBLdRaFGKeH3w already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Scent Saga,UCF4vsM8pIArlthG4guIPz3Q,Scent Saga,@scentsaga,32200,227,7,Smell Expensive on a Budget: The Perfect Perfume Collection for College Freshers; This ₹2500 Perfume Makes Guerlain Vetiver Redundant | Forest Vetiver Review; 🚨 The Menworks Perfume Trap — I Bought 5 So You Don't Have To Keep Buying,channel_id_direct,high,VERIFIED_ADD_READY,7 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Persolaise Perfumes,UC2Uoi3pjiNlfmMVcWzkngSw,Persolaise Perfumes,@persolaise,31200,740,10,"The 80s Revival - Top 10 Perfumes Leading The Way on Persolaise Love At First Scent episode 639; New releases from Tauer, Nez 1+1, Matiere Premiere on Persolaise Love At First Scent episode 638; Van Cleef & Arpels Classiques Tsar short review - #perfume #fragrance #perfumereviews #newperfume",channel_id_direct,high,SKIP_DUPLICATE,channel_id UC2Uoi3pjiNlfmMVcWzkngSw already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Evan,UCRKV_EqR8VvmVD-rD7EsR9Q,Evan,@scentfromevan,30600,257,8,What it feels like to layer fragrances 😩; Popular vs. Best Fragrances from every brand 🔥; Fragrance Routine on Unc 😉,channel_id_direct,high,VERIFIED_ADD_READY,8 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Perfumetalk,UCkdKfx6zp5Pzx0m2k1MCBxA,Perfumetalk,@perfumetalk2,29300,844,15,Barish Ki Chai ☔ Fresh Tea Perfume You NEED to Smell!; What is IFRA Certification in Perfume? Truth Revealed!”; Dark Sandalwood That Smells Like a Library 📚 #fusionbyrizwan,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
SCENTIMENTAL,UC8adDqJU-aGGBhwMHLWH83w,SCENTIMENTAL,@scentimentalforever,28700,502,15,Why this Perfume so Controverisal? 😷🥵🚫 | Orto Parisi Seminalis Review ✅️; 500 Mein 3 Best Fresh Perfumes 🔥👌🌬🍊; I Tried 5 Clones Of My Favourite Original Perfumes ❤️ | My Perfume Secrets ✅️,channel_id_direct,high,SKIP_DUPLICATE,channel_id UC8adDqJU-aGGBhwMHLWH83w already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Faizan Fragrances,UC1tDKoCrnd9FLyppMZ62vHg,Faizan Fragrances,@faizanfragrances,28300,636,15,Top 5 Perfume Fixatives Used By Luxury Brands | Perfume Ki Lasting & Projection Barhane Wale Booster; Get Perfume Brand Ready in Just 3 Hours | Perfume Brand Start up in Pakistan | Faizan Fragrances; Wholesale Black & Gold - Red 🔴 White ⚪ Black Round Cylinder Type 50ML Ready Made Box 📦,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Post Cologne,UCArpB-dspQ5Ax3pJnj0Rnog,Post Cologne,@postcologne,27900,309,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Fragrance by Thuse,UCoTr6cN8SE-nG5tWIuP5CjQ,Fragrance by Thuse,@fragrancebythuse,27600,324,1,သိန်း၂၀၀ ဖိုးရေမွှေး Unbox လုပ်ကြမယ်,channel_id_direct,high,VERIFIED_ADD_READY,1 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
AC Smells Good,UCeJft2Bva6Sec2lvLZVNweQ,AC Smells Good,@acsmellsgood,25900,571,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
ArahiWorld,UCjC8Pmws0w6ben1xfa_pjrA,ArahiWorld,@arahiworld,25700,589,15,"THESE 10 CHEAP SPRING & SUMMER PERFUMES SMELL SHOCKINGLY GOOD! | Under $50 Fragrances!; TRYING THESE 6 ARABIAN PERFUMES SO YOU DON'T HAVE TO! | New Dupes Of Luxury Fragrances??; NEW! Guerlain Les Eaux Perfume Collection: Eau De Lingerie, Eau De Popeline & Eau De Tulle Review!",channel_id_direct,high,SKIP_DUPLICATE,channel_id UCjC8Pmws0w6ben1xfa_pjrA already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Maria Collett,UCJq6f8MyXZym8AoJTb3rTlA,Maria Collett,@mariacollettlife,25000,1006,15,Favorite Perfume For Warm Weather #fragrance #perfumereviews; The BEST 13 Summer Fragrances at Every Price Point (2026); Best Floral Fragrance for Summer #fragrance #perfumereviews #perfume  #fragrancereview,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
ROYAL Fragrance,UClZ1n8UjnPROtri83sZ8W9g,ROYAL Fragrance,@royalfragrance,23900,533,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
babbs collection,UCTAD2_pRAD5ylojAC-jNeig,babbs collection,@babbscollection,23300,23,2,Attar Module 5 (kindly check the description); 4. Introduction to Diffusive Bases,channel_id_direct,high,VERIFIED_ADD_READY,2 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Sarah Mayes,UCHC0tn1fnUBjvB-vm7C79jg,Sarah Mayes,@sarahmayes,23000,1731,15,My New Designer Perfume Love 💕💕; New Perfumes from Dreamhouse Ikiryo; Small Super Affordable Perfume Haul 💜,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Queen Naimah,UC4d4zz_scTa_C1GlQtN8RIw,Queen Naimah,@queennaimah,22500,245,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Claire Smith,UC3ZOyy7qPVG2h5asov0NmdA,Claire Smith,@dr.claire.perfume,20300,311,8,Full Bottle Worthy? New Perfume Releases Worth Trying? Dior Zoologist Parfums de Marly Fragrances; 😳 Is Ozempic Changing How We Smell Perfume? GLP1 & Fragrances | Did Your Favorite Perfumes Change?; May Perfume Tray 🌸 Spring Summer Fragrance Picks Dewy Fresh Florals Solar Scents Easy Vanilla Top 10,channel_id_direct,high,VERIFIED_ADD_READY,8 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Perfume School,UCppx9MJn8TqPsA8Ob9aGLxg,Perfume School,@vaibhavkhar3502,18600,175,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Equality Fragrances,UCqbF97uT4R99XSqlUgFJEnA,Equality Fragrances,@equalityfragrances1854,18400,470,5,"Which fragrance is the better fragrance? Roja Oceania EDP vs Roja Oceania Parfum?; The Best Creed Green Irish Tweed? Creed Green Irish Tweed, Floris JF or Bond no9 Chez Bond?; My insane fragrance haul",channel_id_direct,high,VERIFIED_ADD_READY,5 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
SSD Fragrances,UCaAH4LQWU8TnZLg1XmHHAFw,SSD Fragrances,@ssdfragrances,18200,505,14,Spring/Summer Fragrance Recommendations and My Current Favourites!; The Spirit Of Dubai 2nd Generation Accords Collection Review; Newness from Uniquee Luxury presented at the Niche Show in London #fragrancereviews #fyp #viral,channel_id_direct,high,VERIFIED_ADD_READY,14 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Nubs Fragrances,UCmPBplea2rte7Wx8YFSnUKA,Nubs Fragrances,@nubsfragrances,18100,2366,15,This Smells Like a CEO on Vacation | Blue Agave Review; Smells Like You Run The Company | Tom Ford Noir Extreme; Want To Smell Instantly Put Together?,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Mehedi Hasan,UCO8yAN2LjbyusH1S3KqU5KA,Mehedi Hasan,@mehedihasanperfumereviewer,16700,643,11,JPG Scandal Pour Homme Elixir (Parfum) (2026) (Short Review in Bangla); JPG Le Beau Narcisse (EDP) (2026) (Short Review In Bangla); Davidoff Cool Elixir Safran Mineral (Parfum Intense) (2026) (Short Review In Bangla),channel_id_direct,high,VERIFIED_ADD_READY,11 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
The Perfume Reviewer,UC-kG1xY0duJPDjvNkAiSODg,The Perfume Reviewer ,@theperfumereviewr,16600,304,12,ALL Menworks Perfumes Ranked From Worst ❌️ To Best ✅️; Menworks Legend - Kaaf Alternative???; Top 10 Best Perfumes For Dates under 1000,channel_id_direct,high,SKIP_DUPLICATE,channel_id UC-kG1xY0duJPDjvNkAiSODg already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
MaxManScents,UC3z0S-vjJ77UGvZnVfdN5Ww,MaxManScents,@maxmanscents,16400,390,3,Top 5 fragrances that ALWAYS get compliments; 5 top fragrances you can’t go wrong with… these just work every time; 5 Everyday fragrances you can wear anywhere,channel_id_direct,high,VERIFIED_ADD_READY,3 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Perfume Guru,UCUDfAo-rJKA7d4eE7q0G5PA,Perfume Guru,@perfumeguru,16000,136,15,THIS HIDDEN GEM COLOGNE MAKES LUXURY PERFUMES CRY 😭; Life of a Fragrance Youtuber 😜 #cologne #fragrance #perfume #india; 3 Khatarnaak Budget Perfumes 😍 #fragrance #perfume #india,channel_id_direct,high,SKIP_DUPLICATE,channel_id UCUDfAo-rJKA7d4eE7q0G5PA already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Fragrance Lament,UCSUFyw7zzQcs94vj6Qt6Jug,Fragrance Lament,@fragrance_lament,15300,41,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Ramsey,UCt5sylbFLhJdFmS9Railrjg,Ramsey,@ramseytheram,15200,1118,1,"Nebiru Parfvms, Elkhaldi & Scents by Skanda Unboxing #parfum #cologne #oud #fragrance",channel_id_direct,high,VERIFIED_ADD_READY,1 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Max Aoud - Fragrance,UCEFbLRiPM4GPhV3UYZsC9Ig,Max Aoud - Fragrance ,@maxaoud,14300,233,4,"Was will der Arme von mir 😭; Der einfachste Weg, um Komplimente zu bekommen 💫; Parfüm Experte reagiert 🔎 #parfum",channel_id_direct,high,VERIFIED_ADD_READY,4 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
The Gossip Closet,UCiQeDmie2olbzKI3V659m5w,The Gossip Closet,@thegossipcloset,14000,283,7,MY TOP 10 CURRENT PERFUME FAVORITES | EDGAR-O; Perfume news #perfumes #perfume #fragrance #hudabeauty #valentino #fragrancereview #easybake #frag; Burberry Goddess #perfumes #fragrance #perfume #burberry #goddess #burberrygoddess #ambervanilla,channel_id_direct,high,VERIFIED_ADD_READY,7 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
The Perfume Experience,UCZ0YQVX1oB81x7ycjJJBzqw,The Perfume Experience,@theperfumeexperience,13800,557,8,Beast Mode Summer Freshie - French Avenue Safari Breeze Review!; Riffs Fareed and Khadlaj Bleu Glace! Perfumes under ₹2000 |; Ramad & Ramad Oriental in brief!,channel_id_direct,high,VERIFIED_ADD_READY,8 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
CASUAL FRAGRANCES,UCwzyrH_hh9env47zExLkPZg,CASUAL FRAGRANCES,@hititup2121,13000,1603,15,New Fragrance Purchase of 2026 🔥🔥🔥; New Prada Luna rossa EDP Review 🔥🔥🔥; 🔥 A DIOR FRAGRANCES GIFT + LIFE UPDATE 🔥,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Visionary Fragrances,UC48Dfj7aBwggC21qD0YGreg,Visionary Fragrances,@visionaryfragrances,11800,460,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Sasha Scents,UCR1ylZ4z1-C0RtEqJ-btY2A,Sasha Scents,@sashascents,11800,248,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Olfactofiles,UCT1ytjccyicIrOzxUW35B2g,Olfactofiles,@olfactofiles,11700,168,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Scent In The Sun,UCYrkiJlPsM-dt-vf9mzGbag,Scent In The Sun,@scentinthesun,11300,142,4,80 Sprays in African Heat Did Floral Grapefruit Survive?; 79 Sprays for 8 Hours in Heat… Did It Survive?; Gym Scent of the Day Fresh & Clean,channel_id_direct,high,VERIFIED_ADD_READY,4 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
MOinsideHIT Fragrances,UCpa87Mvf8JsimS0DFbfbIAg,MOinsideHIT Fragrances ,@moinsidehitfragrances,11200,144,7,Compliment Magnet Perfume 🔥 Everyone Asked This || Liquid Brun by French Avenue; Budget Rasasi Perfumes Every Guy Should Try This Summer 🔥; Blind Buy Ajmal Summer Perfume… Regret or Worth It? 😳,channel_id_direct,high,VERIFIED_ADD_READY,7 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
FatBoy Fragrance Reviews,UCNAFCpNoNHfEW1mSgyw2YtA,FatBoy Fragrance Reviews,@fatboyfragrancereviews,11100,1105,15,CAN'T MISS HYBRIDS FROM DUA THIS YEAR.; A HYBRID WE DESERVE. DUA'S FIRE GOD BLEU DE DUA REVIEW.; LIVE DUA FRAGRANCE HAUL.  FIRST IMPRESSIONS ON NEWEST DUAS,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
CloneFrag,UCe684af7wQXwgqpgVY6-qtQ,CloneFrag,@clonefrag,11100,122,15,#perfume #fragranceclones @ZimayaPerfumes #fragrancereview; Best Clone Fragrances of Great Discontinued Perfumes; #perfume #fragranceclones @afnanperfumesofficial #fragrancereview,channel_id_direct,high,SKIP_DUPLICATE,channel_id UCe684af7wQXwgqpgVY6-qtQ already in youtube_channels,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Scentrifugal Force,UCetcHQ8Oh97_IwQ1z4pb0Ag,Scentrifugal Force,@sahbomnim,10900,208,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
SHAHIDI SCENT REVIEWS,UC8J6N_sDih9FDcX8hebcuYQ,SHAHIDI SCENT REVIEWS,@shahidiscentreviews-gt1ce,10200,623,15,ETERNAL OUD @xbueparfum  #shahidiscentreviews; ENZ Daa🔥🔥🔥 @escaloperfume  #shahidiscentreviews #enz; 9 PM Night Out @afnanperfumes  buy 77367 86608  #shahidiscentreviews,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_3,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Adwoa Loves Fragrances,UCni8RVG47tdRqywL2NKtdJg,Adwoa Loves Fragrances,@adwoalovesfragrances5324,9970,663,5,"Khamrah Waha, Ana Abiyedh Passion, Haya Jouri | New Lattafa Fragrances To Look Forward To; Best Arabian Fragrances Under $40; If I Had To Start My Middle Eastern Fragrance Collection | The Only 20 I would Keep",channel_id_direct,high,VERIFIED_ADD_READY,5 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
TheTopNote,UCt0_CgiJgQWqSgJ6wauP6iQ,TheTopNote,@thetopnote,9810,310,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Pika Scent,UCJkB7vfUJFvWCAtHqbsK-mw,Pika Scent,@pikascent,9810,175,7,The Most ADDICTIVE Men’s Fragrances for Spring 2026 🔥; This Niche Fragrance Is About to Go VIRAL; Empty fragrances 👀 #perfume #fragrance #empties,channel_id_direct,high,VERIFIED_ADD_READY,7 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Not Another Perfume Channel,UCaeQJXmLThpPDdsnu-T98IA,Not Another Perfume Channel,@mamabearperfumechannel,9590,312,6,BEST PEACH PERFUMES IN MY COLLECTION! 🍑 #bestperfumesforwomen @MacedonPerfumes; Calling Out The YouTube Creators That Got Me Hooked On These Perfumes! #perfumes; *NEW* Release From Macedon Perfumes! A Month Of RePurchases! #bestperfumesforwomen @MacedonPerfumes,channel_id_direct,high,VERIFIED_ADD_READY,6 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
The Perfume Pros,UC12QVjTY1Ev4qmJX_YdQ85A,The Perfume Pros,@theperfumepros,9050,125,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Eloise Scents,UCYyQh1ADbvGeJluBY1gH5Ow,Eloise Scents,@eloisescents0309,8690,254,14,"MOTHER'S DAY 2026 FRAGRANCE OF THE DAY 💕; MY WEEKLY FRAGRANCE ROTATION - The Week of May 4, 2026; 2 FRESH, GREEN & HERBAL FRAGRANCES, Guerlain & Astier de Villatte",channel_id_direct,high,VERIFIED_ADD_READY,14 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Scents N Stories,UCSeHLZndE-63bREgPBoQIIQ,Scents N Stories,@scentsnstories,8530,914,15,| Scents N Stories; | Scents N Stories; | Scents N Stories,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Niche Fragrance Review,UCA8LJcffSsL8NrRjP2_hgGA,Niche Fragrance Review,@nichefragrancereview,8070,144,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
EnterTheFragrance,UCdMwP92T0ijbX-uDBrXmtRw,EnterTheFragrance ,@enterthefragrance,8110,855,15,My Top 5 Bujairami Picks 💫 #shorts; SpongeBob Cologne IS COOKED 💀; $200 Fragrance Collection- What I'd Buy👑✨ #shorts,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Among the Stars Perfume Reviews,UChSq5PWiv1Iswnl6aKEPZ5w,Among the Stars Perfume Reviews,@amongthestarsperfumereview1041,8030,318,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Elizabeth Grace,UCbfxA_V60PXzzV3E3wxmKPg,Elizabeth Grace ,@aroomwithperfume,7890,93,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
ScentOlogy,UC8_UpL3Am3SG8t8JGpfzDMA,ScentOlogy,@scentology,7680,176,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Real Scent Review,UCknYXYNhw9DsYqLspd648wA,Real Scent Review,@realscentreview,7260,298,4,2 Masterpiece Fragrances Compared - African Leather and Ivory Route - Memo Paris and Xerjoff; I Own 100s of Fragrances - I will Always Wear These in Spring; Bois Imperial Extrait vs. EDP - which is the best beast mode compliment magnet?,channel_id_direct,high,VERIFIED_ADD_READY,4 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Fine Fragrance Collection,UCf8uoCuRmajjABAX_rXignA,Fine Fragrance Collection,@finefragrancecollection3399,7170,53,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Julia Graf Perfumes,UCES7U_MgvhUHYTSVr9Q5Vqg,Julia Graf Perfumes,@juliagrafperfumes136,7070,36,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Unravel Perfumery,UCJQhE8fR092Fxk_CSZcZ50g,Unravel Perfumery,@unravelperfumery,6910,26,3,Perfume Oils That Actually Makes High Quality Perfumes | Unravel Perfumery; Top Summer Fragrances for perfume making | #perfumemaking   #cloneperfume   #attar; Readymade Perfume base for high quality perfumes | #perfumemaking   #cloneperfume   #attar,channel_id_direct,high,VERIFIED_ADD_READY,3 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Ali Scents,UC_lewXVlXsOyvr0bEj8yUVg,Ali Scents,@aliscents17,6860,608,5,Modern Cologne ☀️; Worth Buying This Summer Fragrance?; Best Thomas Kosmala Fragrance in 2026?,channel_id_direct,high,VERIFIED_ADD_READY,5 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
NoCap Fragrance Reviews,UCkZBwR2YQV3_yZKaKzp2mHA,NoCap Fragrance Reviews,@nocap_fragrancereviews,6750,523,15,Gulf Orchid Yacht Club... Update/Full Review | So close let's Call it 37 Knots; Caught Me Off Guard | Jean Lowe Aura Verde | LV Cactus Garden Dupe; Jean Lowe Officially the LV Killer?Summer Vibes is Truly Vibrant!,channel_id_direct,high,VERIFIED_ADD_READY,15 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Frag Facts,UC6Fa4_WiwWP1z_oaFM6486g,Frag Facts,@frag_facts,6750,196,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Bella Starr,UCec1GsKyQTpaqAjeZnm_W9A,Bella Starr,@bellasperfumediaries,6640,405,8,Queen Of Roses by Lattafa Vs Sweet Diamond Pink Pepper by Kayali; Brand Spotlight Ep3: Brata Luxury Perfumes #perfume #brataluxury #luxury #nigerianbrand #niche #sexy; New middleeastern perfumes in my collection🛍️ Haul coming very soon✨ #perfume #lattafa #shopping,channel_id_direct,high,VERIFIED_ADD_READY,8 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Quick Fragrance Reviews,UCFQNGbC60LELKmyV4Kj9-GA,Quick Fragrance Reviews,@fragrancenotes,6600,4631,0,,channel_id_direct,high,SKIP_INACTIVE,No videos published in last 30 days,tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Best Cologne For Men,UCSyLBBDe8F2xC1Ei3vH968g,Best Cologne For Men,@ilikemensfragrances,6460,386,14,The best Parfums de Marly fresh fragrances compared! #menscologne #mensfragrance; Fragrance news this week! Interested in any of these? #menscologne #mensfragrance; Nishane Karagoz is way too strong. Do not blind buy this cologne. #menscologne #mensfragrance,channel_id_direct,high,VERIFIED_ADD_READY,14 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
Luke Parfums,UCuHV3twfVyfel_08DkKLR1A,Luke Parfums,@lukeparfums,6360,212,4,"I visited a perfumery in the South of France — VLOG (Nice, Monaco, Cannes, Èze) and HAUL; Green, Mossy, Earthy Perfumes | Classic Scents for Lovers of Dry, Non-Sweet Fragrances; Perfumes of the week, full reviews on my channel #perfume #fragrance #vintagelover #dior #designer",channel_id_direct,high,VERIFIED_ADD_READY,4 video(s) in last 30 days (channel_id pre-validated),tier_4,YT-CREATOR-EXPANSION-02-AGENT-APPROVED-136
